index_row_id,source_id,source_name,split,split_short,split_reason,label,raw_valence,bbox_subset,fake_group,clip_id,event_id,clip_name,source_video_id,source_video_name,bbox_mp4_path,selected_id_csv,annotation_csv,clip_path,stage1_folder,stage1_manifest,tracking_csv,keypoints_csv,stage1_video,start_frame,end_frame,source_start_frame,source_end_frame,clip_frame_offset,stage1_frame_offset,roi_x,roi_y,roi_w,roi_h,index_csv
old_20250530_0521|GOOD1|C000037_GX140005_473_922.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000037,C000037_E0001,C000037_GX140005_473_922.mp4,SV_GX140005_f3d245c2cc63,GX140005.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000037_GX140005_473_922.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX140005_f3d245c2cc63/C000037.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX140005_f3d245c2cc63/C000037_GX140005_473_922.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_21,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_21/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_21/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_21/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_21/C000037_GX140005_473_922.mp4,0,142,473,615,473,0,591.751,611.038,2593.082,1406.885,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000038_GX150005_4453_4902.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000038,C000038_E0001,C000038_GX150005_4453_4902.mp4,SV_GX150005_7cd03fd437cd,GX150005.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000038_GX150005_4453_4902.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX150005_7cd03fd437cd/C000038.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX150005_7cd03fd437cd/C000038_GX150005_4453_4902.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_15,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_15/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_15/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_15/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_15/C000038_GX150005_4453_4902.mp4,0,449,4453,4902,4453,0,3019.317,514.488,706.891,1248.265,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000055_GX100006_4073_4522.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000055,C000055_E0001,C000055_GX100006_4073_4522.mp4,SV_GX100006_60fec66e0a4d,GX100006.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000055_GX100006_4073_4522.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX100006_60fec66e0a4d/C000055.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX100006_60fec66e0a4d/C000055_GX100006_4073_4522.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_03/V_13,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_03/V_13/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_03/V_13/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_03/V_13/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_03/V_13/C000055_GX100006_4073_4522.mp4,0,449,4073,4522,4073,0,0.0,607.59,1584.847,1106.887,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000056_GX100002_1736_2185.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000056,C000056_E0001,C000056_GX100002_1736_2185.mp4,SV_GX100002_9d567e893671,GX100002.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000056_GX100002_1736_2185.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX100002_9d567e893671/C000056.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX100002_9d567e893671/C000056_GX100002_1736_2185.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_13,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_13/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_13/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_13/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_13/C000056_GX100002_1736_2185.mp4,0,166,2011,2177,2011,0,2440.012,0.0,1268.955,1521.376,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000058_GX100002_16268_16717.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000058,C000058_E0001,C000058_GX100002_16268_16717.mp4,SV_GX100002_9d567e893671,GX100002.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000058_GX100002_16268_16717.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX100002_9d567e893671/C000058.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX100002_9d567e893671/C000058_GX100002_16268_16717.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_14,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_14/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_14/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_14/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_14/C000058_GX100002_16268_16717.mp4,0,449,16268,16717,16268,0,2288.289,0.0,1468.953,1490.341,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000063_GX150003_3516_3965.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000063,C000063_E0001,C000063_GX150003_3516_3965.mp4,SV_GX150003_40603850b6cd,GX150003.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000063_GX150003_3516_3965.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX150003_40603850b6cd/C000063.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX150003_40603850b6cd/C000063_GX150003_3516_3965.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_13,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_13/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_13/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_13/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_13/C000063_GX150003_3516_3965.mp4,0,449,3516,3965,3516,0,191.755,914.484,1555.159,896.544,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000066_GX160003_85_589.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000066,C000066_E0001,C000066_GX160003_85_589.mp4,SV_GX160003_f5f50ffb2a32,GX160003.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000066_GX160003_85_589.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX160003_f5f50ffb2a32/C000066.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX160003_f5f50ffb2a32/C000066_GX160003_85_589.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_16,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_16/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_16/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_16/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_16/C000066_GX160003_85_589.mp4,0,504,85,589,85,0,253.823,93.801,1617.228,1248.265,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000073_GX010006_911_1360.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000073,C000073_E0001,C000073_GX010006_911_1360.mp4,SV_GX010006_a89ee5282cc5,GX010006.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000073_GX010006_911_1360.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX010006_a89ee5282cc5/C000073.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX010006_a89ee5282cc5/C000073_GX010006_911_1360.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_03/V_1,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_03/V_1/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_03/V_1/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_03/V_1/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_03/V_1/C000073_GX010006_911_1360.mp4,0,302,911,1213,911,0,139.959,451.148,1615.738,1064.918,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000078_GX040004_10056_10505.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000078,C000078_E0001,C000078_GX040004_10056_10505.mp4,SV_GX040004_ae86c577c436,GX040004.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000078_GX040004_10056_10505.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX040004_ae86c577c436/C000078.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX040004_ae86c577c436/C000078_GX040004_10056_10505.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_4/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_4/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_4/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_4/C000078_GX040004_10056_10505.mp4,0,449,10056,10505,10056,0,826.232,0.0,1199.99,1021.38,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000086_GX030005_583_1032.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000086,C000086_E0001,C000086_GX030005_583_1032.mp4,SV_GX030005_f00513489cce,GX030005.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000086_GX030005_583_1032.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX030005_f00513489cce/C000086.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX030005_f00513489cce/C000086_GX030005_583_1032.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_4/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_4/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_4/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_4/C000086_GX030005_583_1032.mp4,0,449,583,1032,583,0,1650.363,0.0,1241.369,1024.828,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000094_GX070006_15038_15487.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000094,C000094_E0001,C000094_GX070006_15038_15487.mp4,SV_GX070006_70793fc3ae8f,GX070006.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000094_GX070006_15038_15487.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX070006_70793fc3ae8f/C000094.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX070006_70793fc3ae8f/C000094_GX070006_15038_15487.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_7,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_7/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_7/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_7/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_7/C000094_GX070006_15038_15487.mp4,0,449,15038,15487,15038,0,0.0,0.0,1120.943,954.754,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000096_GX090007_1113_1562.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000096,C000096_E0001,C000096_GX090007_1113_1562.mp4,SV_GX090007_fe562d437125,GX090007.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000096_GX090007_1113_1562.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX090007_fe562d437125/C000096.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX090007_fe562d437125/C000096_GX090007_1113_1562.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_11,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_11/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_11/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_11/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_11/C000096_GX090007_1113_1562.mp4,0,449,1113,1562,1113,0,1846.913,569.659,1306.886,1590.341,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000099_GX090007_4020_5089.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000099,C000099_E0001,C000099_GX090007_4020_5089.mp4,SV_GX090007_fe562d437125,GX090007.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000099_GX090007_4020_5089.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX090007_fe562d437125/C000099.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX090007_fe562d437125/C000099_GX090007_4020_5089.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_13,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_13/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_13/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_13/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_13/C000099_GX090007_4020_5089.mp4,0,1069,4020,5089,4020,0,2608.976,711.038,851.717,1124.128,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000119_GX080006_20686_21135.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000119,C000119_E0001,C000119_GX080006_20686_21135.mp4,SV_GX080006_f8fd660b5de1,GX080006.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000119_GX080006_20686_21135.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX080006_f8fd660b5de1/C000119.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX080006_f8fd660b5de1/C000119_GX080006_20686_21135.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_10,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_10/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_10/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_10/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_10/C000119_GX080006_20686_21135.mp4,0,449,20686,21135,20686,0,74.514,28.285,3748.244,2110.327,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000120_GX080006_21196_21857.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000120,C000120_E0001,C000120_GX080006_21196_21857.mp4,SV_GX080006_f8fd660b5de1,GX080006.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000120_GX080006_21196_21857.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX080006_f8fd660b5de1/C000120.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX080006_f8fd660b5de1/C000120_GX080006_21196_21857.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_9,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_9/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_9/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_9/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_9/C000120_GX080006_21196_21857.mp4,0,661,21196,21857,21196,0,88.307,28.285,3713.762,2099.982,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000121_GX010002_2946_3395.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000121,C000121_E0001,C000121_GX010002_2946_3395.mp4,SV_GX010002_d83815a91bff,GX010002.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000121_GX010002_2946_3395.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX010002_d83815a91bff/C000121.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX010002_d83815a91bff/C000121_GX010002_2946_3395.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_1,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_1/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_1/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_1/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_1/C000121_GX010002_2946_3395.mp4,0,449,2946,3395,2946,0,177.962,0.0,1875.846,2073.095,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000124_GX080002_0_449.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000124,C000124_E0001,C000124_GX080002_0_449.mp4,SV_GX080002_60ed880ef196,GX080002.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000124_GX080002_0_449.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX080002_60ed880ef196/C000124.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX080002_60ed880ef196/C000124_GX080002_0_449.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_7,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_7/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_7/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_7/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_00/V_7/C000124_GX080002_0_449.mp4,0,449,0,449,0,0,571.062,34.482,1737.916,2066.199,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000128_GX020008_2576_3025.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000128,C000128_E0001,C000128_GX020008_2576_3025.mp4,SV_GX020008_012c93d54a7f,GX020008.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000128_GX020008_2576_3025.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX020008_012c93d54a7f/C000128.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX020008_012c93d54a7f/C000128_GX020008_2576_3025.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_03/V_4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_03/V_4/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_03/V_4/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_03/V_4/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_03/V_4/C000128_GX020008_2576_3025.mp4,0,449,2576,3025,2576,0,0.0,1311.731,622.786,848.269,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000135_GX100003_21133_21582.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000135,C000135_E0001,C000135_GX100003_21133_21582.mp4,SV_GX100003_95ed6508dd15,GX100003.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000135_GX100003_21133_21582.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX100003_95ed6508dd15/C000135.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX100003_95ed6508dd15/C000135_GX100003_21133_21582.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_15,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_15/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_15/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_15/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_02/V_15/C000135_GX100003_21133_21582.mp4,0,449,21133,21582,21133,0,2943.456,276.558,896.544,1406.885,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
old_20250530_0521|GOOD1|C000138_GX130003_1790_2290.mp4,3,old_20250530_0521,train,trn,GOOD1_default_train,no_interaction,fake_interaction,GOOD1,GOOD1,C000138,C000138_E0001,C000138_GX130003_1790_2290.mp4,SV_GX130003_988b84d3ed1c,GX130003.MP4,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/GOOD1/C000138_GX130003_1790_2290.mp4,,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/annotations/SV_GX130003_988b84d3ed1c/C000138.csv,/mnt/data4t/hyw/20250530/Interaction_Annotator-0521/output/fake_interaction/SV_GX130003_988b84d3ed1c/C000138_GX130003_1790_2290.mp4,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_17,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_17/manifest.json,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_17/tracking_boxes.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_17/keypoints.csv,/mnt/data4t/hyw/20250530/S1_V0520/output_shards/v0520_4/shard_01/V_17/C000138_GX130003_1790_2290.mp4,0,500,1790,2290,1790,0,2922.766,0.699,917.234,1793.088,/mnt/data4t/hyw/20250530/BBOX_FAKE/output/visualization_index.csv
